ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
RTM-00003670;;Catalans;43.288799, 5.355319;;;;0;;;2
RTM-00001008;;CC Le Merlan;43.32867121, 5.39986707;double abri 393/403;;;0;;;1
RTM-00004468;;CC St Loup;43.2775481, 5.4274153;;;;0;;;1
RTM-00001761;;CC Valmante;43.24576151, 5.41660845;D559  MARSEILLE 13009;;;0;;;1
RTM-00002040;;Chalusset;43.316608, 5.39988;;;;0;;;2
RTM-00001149;;Champfleuri;43.325688, 5.399685;;;;0;;;2
RTM-00001153;;Champfleuri;43.325373, 5.400392;;;;0;;;2
RTM-00004074;;Champollion;43.339816, 5.449645;pas de trottoir;;;0;;;2
RTM-00001682;;Chante Perdrix;43.27629564, 5.43155056;12 TRAVERSE CHANTE PERDRIX  MARSEILLE 13010;;;0;;;2
RTM-00001424;;Chantecler;43.28612, 5.367044;;;;0;;;2
RTM-00002280;;Chartreux;43.309159, 5.401397;;;;0;;;2
RTM-00001960;;Chemin Colline St Joseph;43.25313, 5.413779;;;;0;;;2
RTM-00001966;;Chemin Colline St Joseph;43.253914, 5.413203;;;;0;;;2
RTM-00000993;;Chemin de la Commanderie;43.347868, 5.362992;poteau provisoire;;;0;;;2
RTM-00000174;;Chemin de la Mûre;43.35850455, 5.36531085;CHEMIN DE SAINT-ANTOINE À SAINT-JOSEPH  MARSEILLE 13015;;;0;;;1
RTM-00000989;;Chemin de St Antoine;43.348955, 5.373566;;;;0;;;2
RTM-00001035;;Chemin des Grives;43.351744, 5.415365;CHEMIN DES GRIVES  MARSEILLE 13013;;;0;;;1
RTM-00003924;;Chemin des Grives;43.351722, 5.415124;;;;0;;;1
RTM-00002786;;Chemin du Passet;43.36045, 5.334238;;;;0;;;2
RTM-00001570;;Chutes Lavie;43.316342, 5.39881;AVENUE DES CHUTES LAVIE  MARSEILLE 13004;;;0;;;1
RTM-00001574;;Chutes Lavie Dahdah;43.31014627, 5.39629993;;;;0;;;1
RTM-00003689;;Château de la Buzine;43.295822, 5.502065;;;;0;;;2
RTM-00000687;;Château de la Parade;43.361347, 5.441919;;;;0;;;2
RTM-00002751;;Château des Martégaux;43.324359, 5.443243;;;;0;;;2
RTM-00000701;;Château Gombert;43.353238, 5.438034;;;;0;;;1
RTM-00001957;;Château Sec;43.2556, 5.406978;;;;0;;;2
RTM-00001299;;Château St Cyr;43.28378079, 5.44276799;AVENUE ELLÉON  MARSEILLE 13010;;;0;;;1
RTM-00004276;;Cimetière Nord;43.405619, 5.355308;;;;0;;;2
RTM-00002994;;Cimetière Sud;43.404337, 5.356296;abs sigep. descente sur entrée;;;0;;;2
RTM-00004275;;Cimetière Sud;43.404267, 5.356473;CHEMIN DU PIGEONNIER  SEPTÈMES-LES-VALLONS 13240;;;0;;;2
RTM-00003285;;Cinq Avenues;43.302278, 5.397063;;;;0;;;1
RTM-00000328;;Cité Bassens;43.339037, 5.372878;Arrêt déplacé suite à imprécision GPS;;;0;;;2
RTM-00000180;;Cité des Arts de la Rue;43.351633, 5.365285;;;;0;;;2
RTM-00001202;;Clairval Les Comtes;43.293576, 5.451152;AVENUE BERNARD LECACHE  MARSEILLE 13011;;;0;;;2
RTM-00001645;;Claudel Mairie 9-10;43.268232, 5.413966;BOULEVARD PAUL CLAUDEL  MARSEILLE 13010;;;0;;;1
RTM-00001929;;Clinique;43.2495341, 5.3818982;5 BOULEVARD DES JONCS  MARSEILLE 13008;;;0;;;2
RTM-00004202;;Clinique Juge;43.27347737, 5.38712829;;;;0;;;2
RTM-00001917;;Clot Bey Paul;43.258118, 5.383478;;;;0;;;2
RTM-00001933;;Clot Bey Paul;43.2581675, 5.38363619;;;;0;;;2
RTM-00000209;;Clovis Hugues;43.311017, 5.384015;;;;0;;;2
RTM-00002299;;Colbert;43.3002955, 5.374398;;;;0;;;2
RTM-00001861;;Colgate Agelasto;43.234032, 5.408942;;;;0;;;2
RTM-00001863;;Colgate Valette;43.233105, 5.405154;AVENUE COLGATE  MARSEILLE 13009;;;0;;;1
RTM-00000274;;Collège Arthur Rimbaud;43.344015, 5.346708;A55  MARSEILLE 13015;;;0;;;2
RTM-00002865;;Collège Chape;43.298832, 5.389422;COURS FRANKLIN ROOSEVELT  MARSEILLE 13004;;;0;;;2
RTM-00001326;;Collège Château Forbin;43.286196, 5.470767;arrêt 15 15s 40;;;0;;;2
RTM-00000107;;Collège Clair Soleil;43.323403, 5.386095;;;;0;;;2
RTM-00000139;;Collège Clair Soleil;43.323612, 5.386189;;;;0;;;2
RTM-00000361;;Collège Edouard Manet;43.333635, 5.398718;;;;0;;;2
RTM-00003004;;Collège Ferrandi;43.406744, 5.371022;eq MPM. pas horaires/sigep;;;0;;;2
RTM-00003630;;Collège Grande Bastide;43.255143, 5.406899;;;;0;;;2
RTM-00004166;;Collège Gyptis;43.2637732, 5.4196217;TRAVERSE RÉGNY  MARSEILLE 13009;;;0;;;2
RTM-00001195;;Collège Le Ruissatel;43.295807, 5.487677;;;;0;;;2
RTM-00003691;;Collège Le Ruissatel;43.295419, 5.488498;106 RUE DE L'AUDIENCE  MARSEILLE 13011;;;0;;;2
RTM-00001303;;Collège Les Bartavelles;43.281454, 5.437086;5 TRAVERSE DE LA VALBARELLE  MARSEILLE 13010;;;0;;;1
RTM-00003940;;Collège Malraux;43.342523, 5.445198;250 RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;1
RTM-00003943;;Collège Malraux;43.342493, 5.445005;250 RUE ALBERT EINSTEIN  MARSEILLE 13013;;;0;;;1
RTM-00001968;;Collège Menu;43.257537, 5.410406;descente sur un parking;;;0;;;2
RTM-00002161;;Collège Olympe de Gouges;43.352958, 5.467;;;;0;;;2
RTM-00001643;;Collège Pasteur;43.268236, 5.409854;;;;0;;;1
RTM-00001591;;Collège Pont de Vivaux;43.27713686, 5.41660205;;;;0;;;1
RTM-00003694;;Collège Roy d'Espagne;43.24151384, 5.39648116;;;;0;;;1
RTM-00003991;;Collège Vallon des Pins;43.372254, 5.365035;;;;0;;;1
RTM-00004001;;Collège Vallon des Pins;43.371774, 5.36497;;;;0;;;1
RTM-00002584;;Collège Yves Montand;43.337268, 5.463572;;;;0;;;2
RTM-00000355;;Collèges Renoir Rostand;43.327686, 5.407404;;;;0;;;2
RTM-00000815;;Compassion;43.3040617, 5.41122258;;;;0;;;2
RTM-00000790;;Compostelle Aiguillette;43.318524, 5.429525;;;;0;;;2
RTM-00003148;;Comtesse;43.318927, 5.44732;;;;0;;;2
RTM-00000888;;Comtesse Clinique;43.31566, 5.447266;;;;0;;;1
RTM-00000892;;Comtesse Rampal;43.317431, 5.447385;;;;0;;;2
RTM-00000318;;Consolat;43.350685, 5.350157;;;;0;;;1
RTM-00000732;;Consolation Gracieuse;43.338963, 5.430171;;;;0;;;2
RTM-00002228;;Corbières Base Nautique;43.359012, 5.292686;;;;0;;;2
RTM-00002085;;Corniche Audeoud;43.289474, 5.357203;;;;0;;;1
RTM-00002056;;Corniche Dessemond;43.289064, 5.354199;CORNICHE PRÉSIDENT JOHN F. KENNEDY  MARSEILLE 13007;;;0;;;1
RTM-00002084;;Corniche Dessemond;43.288642, 5.353624;;;;0;;;1
RTM-00002057;;Corniche Frégier;43.287482, 5.352137;;;;0;;;1
RTM-00002083;;Corniche Frégier;43.28729358, 5.35216752;;;;0;;;1
RTM-00000791;;Corogne Aiguillette;43.318199, 5.428133;;;;0;;;2
RTM-00001156;;Corot Lacordaire;43.3222, 5.4072;;;;0;;;2
RTM-00001152;;Corot Monet;43.32676565, 5.3962459;;;;0;;;1
RTM-00000118;;Coxe Massenet;43.345904, 5.382074;;;;0;;;2
RTM-00003565;;Cézanne Pichou;43.368433, 5.311221;;;;0;;;2
RTM-00003643;;De Roux Garlaban;43.337643, 5.446462;pas de trottoir;;;0;;;2
RTM-00004089;;Donadille Langevin;43.344267, 5.431098;pas de trottoir;;;0;;;2
RTM-00000869;;Dumas Beaumont;43.3141132, 5.4379642;;;;0;;;2
RTM-00000806;;Duparc Blancarde;43.303332, 5.400644;;;;0;;;1
RTM-00001112;;Dépôt La Rose;43.339847, 5.431727;RUE PAUL LANGEVIN  MARSEILLE 13013;;;0;;;2
RTM-00002318;;Désirée Clary;43.3093295, 5.3723755;;;;0;;;2
RTM-00000440;;Eglise St Laurent;43.295841, 5.36362;;;;0;;;1
RTM-00003939;;Einstein Athéna;43.339974, 5.442052;;;;0;;;1
RTM-00003944;;Einstein Athéna;43.339947, 5.441863;;;;0;;;1
RTM-00003945;;Einstein Monnet;43.339011, 5.438343;;;;0;;;1
RTM-00003743;;Elzéard Rougier;43.309538, 5.410091;;;;0;;;2
RTM-00000837;;Enco de Botte Chante Cigale;43.314467, 5.466893;;;;0;;;1
RTM-00002060;;Endoume;43.283024, 5.350393;;;;0;;;1
RTM-00001542;;Endoume Bompard;43.284901, 5.359433;;;;0;;;2
RTM-00001548;;Endoume Vallon des Auffes;43.2838669, 5.35584215;;;;0;;;2
RTM-00001713;;Engalière;43.239023, 5.365452;;;;0;;;2
RTM-00001723;;Engalière;43.238692, 5.365196;;;;0;;;1
RTM-00001706;;Escale Borély;43.25498782, 5.3762244;;;;0;;;1
RTM-00002364;;Escalette;43.22544091, 5.34853234;pas de trottoir;;;0;;;2
RTM-00001468;;Escalier Notre Dame;43.285169, 5.370793;;;;0;;;2
RTM-00003896;;Espace Mistral;43.362255, 5.309113;;;;0;;;2
RTM-00002224;;Estaque Castejon;43.361729, 5.30611;;;;0;;;1
RTM-00002230;;Estaque Castejon;43.361587, 5.306643;;;;0;;;2
RTM-00000257;;Estaque Port;43.359857, 5.315778;;;;0;;;1
RTM-00004142;;Estaque Riaux;43.361832, 5.303434;abs trottoir;;;0;;;1
RTM-00000258;;Estaque Village;43.361191, 5.312262;PLAGE DE L'ESTAQUE  MARSEILLE 13016;;;0;;;1
RTM-00000262;;Estaque Village;43.361168, 5.312171;;;;0;;;1
RTM-00002301;;Estrangin;43.290329, 5.378027;;;;0;;;2
RTM-00001504;;Estrangin Célina;43.27647, 5.370157;RUE CÉLINA  MARSEILLE 13007;;;0;;;2
RTM-00003822;;Euromed Arenc;43.312973, 5.368413;BOULEVARD DE PARIS  MARSEILLE 13003;;;0;;;1
RTM-00004566;;Eydoux Charmasson;43.36264011, 5.33198471;;;;0;;;2
RTM-00003988;;Faculté de Médecine;43.37734, 5.360479;;;;0;;;2
RTM-00003355;;Faculté St Charles;43.304741, 5.37905;;;;0;;;2
RTM-00000866;;Fauvettes Charleroi;43.31255972, 5.43968618;;;;0;;;2
RTM-00000867;;Fauvettes Pinatel;43.31505385, 5.43912828;;;;0;;;2
RTM-00003892;;Fenouil Cerisier;43.358808, 5.319596;;;;0;;;2
RTM-00002109;;Fenouil Ecoles;43.360917, 5.320204;;;;0;;;2
RTM-00003891;;Fenouil Ecoles;43.3609332, 5.32032251;;;;0;;;2
RTM-00003893;;Fenouil Le Pelletier;43.362382, 5.320701;;;;0;;;2
RTM-00001310;;Fifi Turin;43.279759, 5.410411;AVENUE DE LA CAPELETTE  MARSEILLE 13010;;;0;;;2
RTM-00001610;;Fifi Turin Capelette;43.279473, 5.412406;;;;0;;;1
RTM-00001561;;Flammarion Siphon;43.3080097, 5.3962992;RUE JEANNE JUGAN  MARSEILLE 13004;;;0;;;2
RTM-00002925;;Floralia Chiapale;43.24510906, 5.38964154;;;;0;;;2
RTM-00002928;;Floralia Le Mée;43.24344432, 5.39215748;;;;0;;;2
RTM-00003223;;Foch Boisson;43.298096, 5.403277;;;;0;;;1
RTM-00003222;;Foch Sakakini;43.300277, 5.400062;;;;0;;;1
RTM-00001167;;Follereau La Pomme;43.29306, 5.445668;;;;0;;;2
RTM-00001204;;Follereau La Pomme;43.292775, 5.445551;;;;0;;;2
RTM-00000621;;Fondacle;43.323605, 5.445034;;;;0;;;2
RTM-00000264;;Fontaine des Tuiles;43.359026, 5.317908;;;;0;;;2
RTM-00004181;;Foresta;43.365855, 5.353884;AVENUE MILLIE MATHYS  MARSEILLE 13015;;;0;;;2
RTM-00000986;;Forge Dolet;43.337686, 5.3948;;;;0;;;2
RTM-00002055;;Fort St Nicolas;43.2923169, 5.3625802;BOULEVARD CHARLES LIVON  MARSEILLE 13007;;;0;;;2
RTM-00002277;;Frais Vallon;43.3255405, 5.4232015;;;;0;;;2
RTM-00000879;;Félibres Aiguillette;43.311603, 5.427013;;;;0;;;2
RTM-00000901;;Félibres Lauriers;43.311522, 5.424783;;;;0;;;2
RTM-00003367;;Gambetta Athènes;43.299239, 5.381771;;;;0;;;2
RTM-00003377;;Gambetta Réformés;43.299138, 5.38461;;;;0;;;2
RTM-00000301;;Gare de L'Estaque;43.3626, 5.321648;;;;0;;;2
RTM-00001330;;Gare de la Barasse;43.28488, 5.483373;160 BOULEVARD DE LA BARASSE  MARSEILLE 13011;;;0;;;1
RTM-00003837;;Gare St Charles;43.303869, 5.380798;QUAI_26  poteau spécial bande podotactiel sur entrée;;;0;;;1
RTM-00003902;;Gare St Charles;43.30237523, 5.38178265;;;;0;;;1
RTM-00003903;;Gare St Charles;43.30248454, 5.38163513;AVENUE PIERRE SÉMARD  MARSEILLE 13001;;;0;;;1
RTM-00002827;;Garoutte Gavoty;43.308609, 5.413862;;;;0;;;2
RTM-00002830;;Garoutte Philippine;43.306537, 5.413067;;;;0;;;2
RTM-00000942;;Gasquy Vian;43.301383, 5.422693;;;;0;;;2
RTM-00004433;;Gaston Castel;43.357268, 5.337015;7 RUE GASTON CASTEL  MARSEILLE 13016;;;0;;;1
RTM-00000372;;Gay Lussac;43.334106, 5.374512;;;;0;;;2
RTM-00003652;;Gaye Hôpital Ste Marguerite;43.258454, 5.409;;;;0;;;2
RTM-00000553;;Gibbes Moretti;43.324463, 5.382345;;;;0;;;2
RTM-00004502;;Gibbes St Gabriel;43.322609, 5.381269;;;;0;;;2
RTM-00004503;;Gibbes St Gabriel;43.322326, 5.380968;;;;0;;;2
RTM-00004158;;Giono Libération;43.344191, 5.458837;AVENUE JEAN GIONO  PLAN-DE-CUQUES 13380;;;0;;;2
RTM-00001629;;Granada;43.285106, 5.440509;BOULEVARD DE SAINT-LOUP  MARSEILLE 13011;;;0;;;2
RTM-00002647;;Grand Littoral Sud;43.362142, 5.34935;;;;0;;;2
RTM-00002987;;Grand Pavois;43.404755, 5.359851;;;;0;;;2
RTM-00003001;;Grand Pavois;43.404907, 5.360268;;;;0;;;2
RTM-00001908;;Grand Pré;43.261494, 5.414764;339 BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;1
RTM-00001286;;Granière Rente;43.287576, 5.457599;;;;0;;;2
RTM-00001722;;Grotte Rolland;43.236308, 5.362141;AVENUE DE LA MADRAGUE DE MONTREDON  MARSEILLE 13008;;;0;;;2
RTM-00000678;;Grottes Loubière;43.351255, 5.43316;CHEMIN DE CHÂTEAU-GOMBERT  MARSEILLE 13013;;;0;;;2
RTM-00004153;;Groupe Clovis Hugues;43.31620331, 5.37876517;AVENUE ÉDOUARD VAILLANT  MARSEILLE 13003;;;0;;;2
RTM-00003677;;Guey St Julien;43.305818, 5.422326;BOULEVARD GUEY  MARSEILLE 13012;;;0;;;2
RTM-00003680;;Guey St Julien;43.306105, 5.422461;BOULEVARD GUEY  MARSEILLE 13012;;;0;;;2
RTM-00003698;;Guibal Cavaignac;43.306496, 5.385515;;;;0;;;1
RTM-00003708;;Guibal Cavaignac;43.306513, 5.385305;;;;0;;;2
RTM-00003598;;Guéridon;43.331851, 5.486829;;;;0;;;2
RTM-00004263;;Gèze;43.32792836, 5.36724843;;;;0;;;2
RTM-00004332;;Gèze Sauvage;43.330632, 5.371251;BOULEVARD DU CAPITAINE-GÈZE  MARSEILLE 13014;;;0;;;2
RTM-00001064;;Géraniums;43.341498, 5.40851;;;;0;;;2
RTM-00001982;;Hambourg Clot Bey;43.25429, 5.38263;;;;0;;;2
RTM-00001981;;Hambourg Leau;43.252581, 5.386212;;;;0;;;2
RTM-00001990;;Hambourg Leau;43.25239, 5.386164;;;;0;;;2
RTM-00003825;;Hangar J1;43.30388213, 5.36483109;;;;0;;;1
RTM-00004357;;Hauts de Ste Marthe;43.342736, 5.399692;TRAVERSE SAINTE-JEANNE  MARSEILLE 13014;;;0;;;2
RTM-00002715;;Haïti Fraissinet;43.297311, 5.406583;;;;0;;;2
RTM-00002730;;Haïti Garguier;43.297295, 5.407823;;;;0;;;2
RTM-00002182;;Henri Tasso;43.338136, 5.476968;;;;0;;;2
RTM-00001999;;Hespérides Montval;43.252011, 5.410857;;;;0;;;2
RTM-00002007;;Hespérides Montval;43.252007, 5.411143;;;;0;;;2
RTM-00002770;;Hippodrome Borély;43.254571, 5.377564;;;;0;;;2
RTM-00002771;;Hippodrome Borély;43.254397, 5.377936;;;;0;;;2
RTM-00001170;;HLM La Rouguière;43.293288, 5.454512;;;;0;;;2
RTM-00000373;;HLM Le Canet;43.330912, 5.374738;15 BOULEVARD DE LA MAISON BLANCHE  MARSEILLE 13014;;;0;;;2
RTM-00000932;;HLM Les Caillols;43.30176, 5.449786;;;;0;;;2
RTM-00001323;;HLM Néréïdes;43.288723, 5.459762;;;;0;;;2
RTM-00001638;;Huveaune Platanes;43.27341292, 5.40733874;Arrêt replacé dans SI topo sui à imprécision gps relevé terrain.;;;0;;;2
RTM-00001913;;Hôpital Clairval;43.247926, 5.428142;RUE BOULEVARD DU REDON  MARSEILLE 13009;;;0;;;1
RTM-00001252;;Hôpital de la Timone;43.291876, 5.402872;RUE SAINT-PIERRE  MARSEILLE 13005;;;0;;;1
RTM-00004282;;Hôpital Edouard Toulouse;43.3800331, 5.35799248;183 CHEMIN DE MIMET  MARSEILLE 13015;;;0;;;2
RTM-00002181;;Hôpital Mille Ecus;43.337738, 5.473223;;;;0;;;2
RTM-00002210;;Hôpital Mille Ecus;43.338068, 5.473743;;;;0;;;2
RTM-00003989;;Hôpital Nord;43.376989, 5.363369;;;;0;;;1
RTM-00004003;;Hôpital Nord;43.377174, 5.363313;;;;0;;;1
RTM-00004099;;Hôpital St Joseph;43.274972, 5.395233;;;;0;;;1
RTM-00001892;;Hôpital Ste Marguerite;43.26242, 5.413149;300 BOULEVARD DE SAINTE-MARGUERITE  MARSEILLE 13009;;;0;;;1
RTM-00001472;;Jardin de la Colonne;43.28917, 5.369946;;;;0;;;2
RTM-00003415;;Jean Martin;43.29584, 5.401762;;;;0;;;1
RTM-00001580;;Jean Moulin Facultés;43.28851, 5.40007;104 BOULEVARD JEAN MOULIN  MARSEILLE 13005;;;0;;;1
RTM-00001617;;Jean Moulin Ste Baume;43.2865703, 5.39967223;;;;0;;;1
RTM-00004567;;Jean Moulin Ste Baume;43.28694438, 5.40064512;;;;0;;;1
RTM-00000904;;Jean Rameau;43.306229, 5.418345;;;;0;;;2
RTM-00003360;;Jeanne d'Arc;43.294012, 5.39933;;;;0;;;2
RTM-00002307;;Joliette;43.3038805, 5.367867;;;;0;;;2
RTM-00002319;;Joliette;43.3039105, 5.3679735;;;;0;;;2
RTM-00003843;;Joliette;43.304591, 5.366588;ligne 55;;;0;;;1
RTM-00004287;;Joliette;43.304663, 5.366088;;;;0;;;1
RTM-00004066;;Joliot Curie;43.343626, 5.435659;;;;0;;;1
RTM-00002320;;Jules Guesde;43.302, 5.3739855;;;;0;;;2
RTM-00000880;;Kaddouz Aiguillette;43.312071, 5.429998;;;;0;;;1
RTM-00000785;;Kaddouz Beaumont;43.317278, 5.437918;;;;0;;;2
RTM-00000883;;Kaddouz Bourrély;43.316217, 5.435641;;;;0;;;2
RTM-00000896;;Kaddouz Bourrély;43.316157, 5.435289;;;;0;;;2
RTM-00003869;;Kaddouz St Julien;43.308744, 5.426022;;;;0;;;2
RTM-00003870;;Kaddouz St Julien;43.308642, 5.425751;;;;0;;;2
RTM-00001801;;L'Aillaude;43.252476, 5.39456;;;;0;;;2
RTM-00001825;;L'Aillaude;43.252535, 5.394663;;;;0;;;2
RTM-00001196;;L'Audience;43.296336, 5.486066;;;;0;;;2
RTM-00003922;;L'Escalet;43.352921, 5.415902;;;;0;;;2
RTM-00000310;;L'Estaque;43.362364, 5.318617;ALLÉE SACOMAN  MARSEILLE 13016;;;0;;;2
RTM-00003574;;L'Estaque;43.3625181, 5.31867517;;;;0;;;1
RTM-00002195;;L'Hermitage;43.3519547, 5.47599311;D908  PLAN-DE-CUQUES 13380;;;0;;;2
RTM-00003625;;L'Ouvière;43.327933, 5.490269;;;;0;;;2
RTM-00001074;;La Batarelle Basse;43.350216, 5.415252;;;;0;;;2
RTM-00000567;;La Bigotte;43.384405, 5.366166;CHEMIN DE LA BIGOTTE  MARSEILLE 13015;;;0;;;2
RTM-00003416;;La Blancarde;43.295697, 5.40622;;;;0;;;1
RTM-00003417;;La Blancarde;43.29578, 5.406303;;;;0;;;1
RTM-00001109;;La Boudinière;43.324328, 5.416442;;;;0;;;2
RTM-00002169;;La Bourdonnière;43.357985, 5.491582;;;;0;;;2
RTM-00002190;;La Bourdonnière;43.358136, 5.491708;;;;0;;;2
RTM-00000030;;La Bricarde;43.369669, 5.345567;;;;0;;;2
RTM-00001967;;La Bruyère;43.256025, 5.411792;;;;0;;;1
RTM-00000590;;La Bégude;43.333223, 5.437879;;;;0;;;2
RTM-00004569;;La Bégude Sud;43.3335233, 5.43984039;;;;0;;;2
RTM-00000497;;La Cabucelle;43.33594, 5.357665;306 CHEMIN DE LA MADRAGUE-VILLE  MARSEILLE 13015;;;0;;;2
RTM-00000511;;La Cabucelle;43.336006, 5.357507;331 CHEMIN DE LA MADRAGUE-VILLE  MARSEILLE 13015;;;0;;;2
RTM-00004499;;La Calèche;43.352987, 5.487708;;;;0;;;2
RTM-00004501;;La Calèche;43.351965, 5.487718;;;;0;;;2
RTM-00002148;;La Cascade;43.338584, 5.453512;;;;0;;;2
RTM-00003731;;La Castellane;43.366522, 5.343508;245 BOULEVARD HENRI BARNIER  MARSEILLE 13015;;;0;;;2
RTM-00004439;;La Cayolle;43.230193, 5.403336;ALLÉE DE LA FONTAINE VEYRE  MARSEILLE 13009;;;0;;;1
RTM-00003597;;La Craie;43.329533, 5.490294;;;;0;;;2
RTM-00002146;;La Croix Rouge;43.335108, 5.450844;;;;0;;;2
RTM-00000588;;La Croix Rouge Eglise;43.334861, 5.44785;;;;0;;;2
RTM-00003493;;La Fourragère;43.303877, 5.4242105;;;;0;;;2
RTM-00002420;;La Fève;43.363811, 5.496278;;;;0;;;2
RTM-00001899;;La Gouffonne;43.24662, 5.424597;;;;0;;;1
RTM-00001287;;La Granière;43.285905, 5.460845;;;;0;;;2
RTM-00003250;;La Grognarde;43.294662, 5.432284;;;;0;;;1
RTM-00000676;;La Julienne;43.348133, 5.430133;;;;0;;;2
RTM-00002218;;La Louise;43.332808, 5.459133;;;;0;;;2
RTM-00003827;;La Major;43.299153, 5.363343;nom littoral major;;;0;;;1
RTM-00001333;;La Millière;43.283457, 5.500015;124 BOULEVARD DE LA MILLIÈRE  MARSEILLE 13011;;;0;;;2
RTM-00003615;;La Panouse Belle Fontaine;43.257136, 5.421952;;;;0;;;1
RTM-00000691;;La Parade;43.363332, 5.440679;;;;0;;;2
RTM-00000689;;La Parade Argelas;43.361422, 5.437609;;;;0;;;2
RTM-00000694;;La Parade Garou;43.360866, 5.439491;;;;0;;;2
RTM-00000690;;La Parade Pierrots;43.361939, 5.439862;;;;0;;;2
RTM-00000692;;La Parade Pierrots;43.361687, 5.439724;;;;0;;;2
RTM-00003233;;La Parette;43.29497, 5.419242;;;;0;;;1
RTM-00003254;;La Parette;43.295052, 5.419242;;;;0;;;1
RTM-00000766;;La Pignatelle;43.317083, 5.436107;;;;0;;;2
RTM-00000786;;La Pignatelle;43.317394, 5.435898;;;;0;;;2
RTM-00001165;;La Pomme Eglise;43.290275, 5.442083;;;;0;;;2
RTM-00002214;;La Pounche Ecoles;43.334368, 5.466615;nom affiché : La Margeray;;;0;;;2
RTM-00001888;;La Pugette;43.268791, 5.403347;;;;0;;;2
RTM-00002873;;La Pugette;43.26904967, 5.40235715;;;;0;;;1
RTM-00000616;;La Rose;43.329733, 5.429076;;;;0;;;2
RTM-00002388;;La Rose;43.333097, 5.4297405;;;;0;;;2
RTM-00001012;;La Rose Fuveau;43.326579, 5.42245;;;;0;;;2
RTM-00001110;;La Rose Verdière;43.325214, 5.418931;;;;0;;;2
RTM-00001113;;La Rose Verdière;43.32547, 5.419144;;;;0;;;2
RTM-00001897;;La Rouvière;43.251951, 5.421857;;;;0;;;2
RTM-00001904;;La Rouvière;43.252152, 5.422043;;;;0;;;2
RTM-00000637;;La Sablière La Montre;43.290605, 5.474196;;;;0;;;2
RTM-00000635;;La Sablière La Ravelle;43.291943, 5.47901;;;;0;;;1
RTM-00004459;;La Savine;43.36872231, 5.37038904;;;;0;;;2
RTM-00004560;;La Savine Couronne;43.36718921, 5.36966138;;;;0;;;2
RTM-00000193;;La Savine Sud;43.366706, 5.37204;;;;0;;;2
RTM-00000197;;La Savine Sud;43.36659009, 5.37205985;abri bus absent;;;0;;;2
RTM-00000130;;La Simiane;43.342343, 5.386241;;;;0;;;2
RTM-00000159;;La Sylve Le Castellas;43.354165, 5.371387;;;;0;;;2
RTM-00002180;;La Tirane;43.338072, 5.469935;;;;0;;;2
RTM-00001219;;La Treille;43.311334, 5.512182;ROUTE DE LA TREILLE  MARSEILLE 13011;;;0;;;2
RTM-00002507;;La Valentelle;43.296356, 5.476014;;;;0;;;2
RTM-00000634;;La Valentine;43.29643, 5.482949;;;;0;;;2
RTM-00002476;;La Valentine Centre Commercial;43.294325, 5.475756;TRAVERSE DE LA MONTRE  MARSEILLE 13011;;;0;;;2
RTM-00003974;;La Viste Hanoï;43.358031, 5.357664;;;;0;;;2
RTM-00003976;;La Viste Scierie;43.36284, 5.357295;;;;0;;;1
RTM-00001452;;Lacédémone Villas Paradis;43.281226, 5.377084;;;;0;;;2
RTM-00004065;;Langevin Plank;43.341279, 5.432839;;;;0;;;2
RTM-00001928;;Lapin Blanc;43.246966, 5.383182;;;;0;;;2
RTM-00003034;;Le Brix Magalone;43.261238, 5.40374;;;;0;;;2
RTM-00001894;;Le Cabot;43.258642, 5.417279;;;;0;;;1
RTM-00001907;;Le Cabot;43.259092, 5.416953;;;;0;;;1
RTM-00000191;;Le Canal;43.366106, 5.370096;;;;0;;;2
RTM-00001752;;Le Corbusier;43.261283, 5.397512;;;;0;;;2
RTM-00001898;;Le Fangas;43.250067, 5.422174;;;;0;;;2
RTM-00001903;;Le Fangas;43.250077, 5.422383;;;;0;;;2
RTM-00002208;;Le Grand Puits Pie d'Autry;43.338448, 5.479156;;;;0;;;2
RTM-00003567;;Le Marinier;43.369091, 5.314214;;;;0;;;2
RTM-00001046;;Le Merlan;43.349563, 5.407538;;;;0;;;2
RTM-00002167;;Le Moulin à Huile;43.355725, 5.486582;;;;0;;;2
RTM-00001557;;Le Pharo;43.2915, 5.359211;;;;0;;;1
RTM-00002086;;Le Pharo;43.29171968, 5.35902794;AVENUE PASTEUR  MARSEILLE 13007;;;0;;;1
RTM-00003793;;Le Silo;43.31052608, 5.36726654;;;;0;;;1
RTM-00001434;;Le Terrail;43.280275, 5.368757;CHEMIN DU ROUCAS BLANC  MARSEILLE 13007;;;0;;;2
RTM-00000673;;Les 2 Tours;43.345432, 5.424357;;;;0;;;2
RTM-00002499;;Les 3 Lucs Bouquière;43.30124691, 5.47605095;D4  MARSEILLE 13012;;;0;;;2
RTM-00000829;;Les 3 Lucs Germaine;43.309616, 5.46213;;;;0;;;2
RTM-00000828;;Les 3 Lucs Marionne;43.310977, 5.458259;;;;0;;;2
RTM-00000842;;Les 3 Lucs Marne;43.311503, 5.454656;;;;0;;;2
